Código|Data|Último|Abertura|Máxima|Mínima|Vol.|Var%
PSSA3|Mai 18|17,69|18,38|19,92|17,19|28,91M|-2,59%
PSSA3|Abr 18|18,16|19,47|19,56|17,05|23,80M|-6,78%
PSSA3|Mar 18|19,48|18,37|20,39|17,91|21,61M|6,10%
PSSA3|Fev 18|18,36|17,72|18,53|16,74|23,05M|3,61%
PSSA3|Jan 18|17,72|14,57|18,03|14,51|19,92M|21,62%
PSSA3|Dez 17|14,57|14,37|14,86|13,99|14,91M|1,39%
PSSA3|Nov 17|14,37|14,32|15,41|13,94|19,75M|0,35%
PSSA3|Out 17|14,32|14,80|15,39|14,20|24,38M|-3,24%
PSSA3|Set 17|14,80|13,66|15,83|13,33|25,64M|8,35%
PSSA3|Ago 17|13,66|12,40|14,20|12,36|26,22M|10,34%
PSSA3|Jul 17|12,38|11,89|12,62|11,25|19,22M|5,54%
PSSA3|Jun 17|11,73|12,49|12,72|11,28|19,80M|-4,94%
PSSA3|Mai 17|12,34|10,97|13,08|10,77|24,73M|12,08%
PSSA3|Abr 17|11,01|10,89|11,25|10,80|13,63M|1,10%
PSSA3|Mar 17|10,89|11,09|11,70|10,50|22,68M|-1,71%
PSSA3|Fev 17|11,08|10,14|11,46|9,71|22,06M|10,03%
PSSA3|Jan 17|10,07|10,31|10,94|9,85|16,79M|-2,33%
PSSA3|Dez 16|10,31|10,88|10,90|9,71|21,20M|-5,67%
PSSA3|Nov 16|10,93|11,52|11,71|10,46|25,83M|-5,45%
PSSA3|Out 16|11,56|10,91|11,89|10,91|21,29M|5,19%
PSSA3|Set 16|10,99|10,16|11,27|10,15|26,27M|8,28%
PSSA3|Ago 16|10,15|10,39|10,98|9,60|24,44M|-2,03%
PSSA3|Jul 16|10,36|9,81|10,79|9,27|18,59M|5,07%
PSSA3|Jun 16|9,86|9,73|10,15|9,43|25,92M|1,34%
PSSA3|Mai 16|9,73|10,25|10,42|9,21|23,34M|-4,70%
PSSA3|Abr 16|10,21|9,93|11,47|9,90|25,25M|1,69%
PSSA3|Mar 16|10,04|8,70|10,94|8,62|32,96M|15,80%
PSSA3|Fev 16|8,67|9,88|9,88|8,18|26,17M|-9,69%
PSSA3|Jan 16|9,60|10,55|10,99|8,29|30,65M|-9,09%
PSSA3|Dez 15|10,56|12,07|13,07|10,42|20,01M|-10,66%
PSSA3|Nov 15|11,82|11,66|12,88|11,27|22,91M|0,68%
PSSA3|Out 15|11,74|10,62|12,88|10,61|25,12M|9,93%
PSSA3|Set 15|10,68|11,59|12,45|10,47|26,70M|-9,49%
PSSA3|Ago 15|11,80|13,82|14,17|10,79|29,41M|-14,55%
PSSA3|Jul 15|13,81|14,62|15,14|12,85|20,67M|-5,93%
PSSA3|Jun 15|14,68|12,93|14,80|12,44|21,81M|14,33%
PSSA3|Mai 15|12,84|13,37|13,99|12,44|23,45M|-3,96%
PSSA3|Abr 15|13,37|12,79|13,56|12,38|26,02M|5,44%
PSSA3|Mar 15|12,68|10,90|12,77|10,14|24,95M|16,33%
PSSA3|Fev 15|10,90|9,49|11,32|9,16|22,41M|15,59%
PSSA3|Jan 15|9,43|10,65|10,88|9,43|18,13M|-10,87%
PSSA3|Dez 14|10,58|10,73|10,88|9,47|16,98M|-1,58%
PSSA3|Nov 14|10,75|10,33|11,12|9,84|16,38M|4,67%
PSSA3|Out 14|10,27|9,64|10,45|9,19|24,34M|6,87%
PSSA3|Set 14|9,61|11,23|11,53|9,57|16,89M|-14,43%
PSSA3|Ago 14|11,23|10,60|11,42|10,35|16,15M|6,65%
PSSA3|Jul 14|10,53|10,79|11,37|10,46|16,04M|-2,32%
PSSA3|Jun 14|10,78|10,45|11,90|10,37|21,50M|2,18%
PSSA3|Mai 14|10,55|11,00|11,57|10,54|24,68M|-4,09%
PSSA3|Abr 14|11,00|10,77|11,94|10,22|39,25M|2,04%
PSSA3|Mar 14|10,78|10,28|10,91|9,95|28,72M|4,26%
PSSA3|Fev 14|10,34|8,96|10,34|8,72|26,85M|15,40%
PSSA3|Jan 14|8,96|9,50|9,56|8,76|20,97M|-5,39%
PSSA3|Dez 13|9,47|9,43|9,63|8,92|18,71M|1,39%
PSSA3|Nov 13|9,34|8,91|9,57|8,42|22,86M|4,94%
PSSA3|Out 13|8,90|8,69|9,16|8,56|18,85M|2,53%
PSSA3|Set 13|8,68|8,02|8,71|7,94|18,82M|8,91%
PSSA3|Ago 13|7,97|7,99|8,61|7,79|18,64M|0,00%
PSSA3|Jul 13|7,97|7,35|8,12|6,98|25,12M|8,44%
PSSA3|Jun 13|7,35|8,18|8,23|6,97|31,57M|-10,15%
PSSA3|Mai 13|8,18|7,71|8,52|7,64|28,17M|5,01%
PSSA3|Abr 13|7,79|8,70|8,77|7,32|29,66M|-9,94%
PSSA3|Mar 13|8,65|8,01|8,72|7,77|28,75M|7,72%
PSSA3|Fev 13|8,03|7,34|8,10|7,12|29,84M|9,85%
PSSA3|Jan 13|7,31|7,24|7,60|6,88|33,28M|1,67%
PSSA3|Dez 12|7,19|6,82|7,24|6,53|21,52M|5,12%
PSSA3|Nov 12|6,84|6,49|7,11|6,46|23,95M|4,43%
PSSA3|Out 12|6,55|6,02|6,62|5,97|31,57M|8,99%
PSSA3|Set 12|6,01|5,57|6,19|5,49|22,98M|8,68%
PSSA3|Ago 12|5,53|5,22|5,96|5,12|17,09M|4,73%
PSSA3|Jul 12|5,28|5,03|5,35|4,77|18,89M|4,55%
PSSA3|Jun 12|5,05|5,16|5,28|4,84|25,64M|-4,36%
PSSA3|Mai 12|5,28|5,52|5,98|5,06|21,56M|-4,69%
PSSA3|Abr 12|5,54|5,94|6,03|5,47|13,31M|-6,58%
PSSA3|Mar 12|5,93|6,33|6,61|5,64|27,57M|-5,57%
PSSA3|Fev 12|6,28|6,11|6,88|6,11|23,77M|3,46%
PSSA3|Jan 12|6,07|6,25|6,45|5,89|12,70M|-2,41%
PSSA3|Dez 11|6,22|5,42|6,33|5,37|13,91M|14,76%
PSSA3|Nov 11|5,42|5,29|5,88|5,17|19,24M|1,69%
PSSA3|Out 11|5,33|4,88|5,43|4,75|14,54M|8,55%
PSSA3|Set 11|4,91|5,57|5,72|4,71|21,69M|-10,73%
PSSA3|Ago 11|5,50|6,16|6,31|4,97|31,37M|-9,69%
PSSA3|Jul 11|6,09|6,87|6,87|5,98|17,01M|-10,70%
PSSA3|Jun 11|6,82|6,85|7,26|6,71|15,05M|-0,73%
PSSA3|Mai 11|6,87|7,49|7,49|6,72|14,79M|-7,66%
PSSA3|Abr 11|7,44|7,76|8,14|7,27|19,02M|-3,88%
PSSA3|Mar 11|7,74|7,36|7,81|7,06|15,86M|5,16%
PSSA3|Fev 11|7,36|7,22|7,50|6,48|14,94M|1,94%
PSSA3|Jan 11|7,22|7,91|8,08|6,95|21,89M|-7,55%
PSSA3|Dez 10|7,81|7,15|7,86|6,99|23,68M|9,69%
PSSA3|Nov 10|7,12|6,91|7,47|6,79|13,37M|4,71%
PSSA3|Out 10|6,80|5,91|6,94|5,82|22,48M|15,25%
PSSA3|Set 10|5,90|5,82|6,04|5,58|12,89M|1,37%
PSSA3|Ago 10|5,82|5,58|5,93|5,50|14,68M|5,63%
PSSA3|Jul 10|5,51|5,13|5,68|4,91|11,09M|8,68%
PSSA3|Jun 10|5,07|4,97|5,21|4,84|14,39M|-0,98%
PSSA3|Mai 10|5,12|4,97|5,33|4,77|17,60M|4,92%
PSSA3|Abr 10|4,88|4,90|4,98|4,71|10,47M|-0,41%
PSSA3|Mar 10|4,90|4,91|5,16|4,59|14,79M|-0,20%
PSSA3|Fev 10|4,91|5,17|5,36|4,76|23,64M|-4,84%
PSSA3|Jan 10|5,16|5,51|5,80|5,07|11,58M|-5,67%
PSSA3|Dez 09|5,47|5,14|5,47|5,14|9,55M|5,19%
PSSA3|Nov 09|5,20|4,85|5,26|4,78|12,15M|5,91%
PSSA3|Out 09|4,91|4,76|5,14|4,58|17,41M|2,94%
PSSA3|Set 09|4,77|4,54|4,87|4,43|10,70M|3,92%
PSSA3|Ago 09|4,59|4,45|4,96|4,11|27,14M|3,61%
PSSA3|Jul 09|4,43|4,15|4,48|4,04|17,67M|8,85%
PSSA3|Jun 09|4,07|3,96|4,23|3,75|14,05M|2,52%
PSSA3|Mai 09|3,97|3,58|3,98|3,39|13,18M|13,43%
PSSA3|Abr 09|3,50|3,18|3,54|3,12|21,19M|10,76%
PSSA3|Mar 09|3,16|3,02|3,23|2,74|20,89M|2,60%
PSSA3|Fev 09|3,08|3,69|3,71|2,95|8,97M|-15,15%
PSSA3|Jan 09|3,63|3,50|3,86|3,39|18,69M|8,68%
PSSA3|Dez 08|3,34|2,82|3,47|2,75|16,56M|18,02%
PSSA3|Nov 08|2,83|2,82|3,11|2,66|16,65M|2,91%
PSSA3|Out 08|2,75|3,53|3,62|2,43|21,76M|-20,52%
PSSA3|Set 08|3,46|4,34|4,35|3,24|16,49M|-19,72%
PSSA3|Ago 08|4,31|5,09|5,09|4,23|18,23M|-15,32%
PSSA3|Jul 08|5,09|4,64|5,25|4,41|12,43M|7,38%
PSSA3|Jun 08|4,74|4,94|5,12|4,58|14,12M|-3,66%
PSSA3|Mai 08|4,92|4,94|5,23|4,52|21,97M|2,07%
PSSA3|Abr 08|4,82|4,64|4,99|4,30|19,98M|5,70%
PSSA3|Mar 08|4,56|5,42|5,59|4,48|24,55M|-16,18%
PSSA3|Fev 08|5,44|4,82|5,51|4,64|23,29M|14,05%
PSSA3|Jan 08|4,77|5,51|5,52|4,37|45,30M|-7,74%
PSSA3|Dez 07|5,17|5,40|5,70|4,58|33,96M|-3,00%
PSSA3|Nov 07|5,33|6,04|6,27|4,94|17,29M|-12,77%
PSSA3|Out 07|6,11|5,49|6,11|5,48|21,58M|10,69%
PSSA3|Set 07|5,52|5,20|5,55|4,98|16,90M|5,95%
PSSA3|Ago 07|5,21|5,67|5,67|4,41|37,23M|-7,95%
PSSA3|Jul 07|5,66|5,81|6,23|5,33|14,41M|-2,41%
PSSA3|Jun 07|5,80|5,88|6,28|5,78|12,90M|-1,36%
PSSA3|Mai 07|5,88|5,52|5,92|5,37|16,81M|7,30%
PSSA3|Abr 07|5,48|5,40|5,63|5,29|14,65M|2,81%
PSSA3|Mar 07|5,33|5,41|5,63|5,13|18,37M|-2,74%
PSSA3|Fev 07|5,48|5,45|5,91|5,28|20,75M|0,55%
PSSA3|Jan 07|5,45|5,21|5,64|4,82|16,73M|3,81%
PSSA3|Dez 06|5,25|4,33|5,25|4,33|19,92M|21,25%
PSSA3|Nov 06|4,33|3,80|4,47|3,78|25,33M|13,95%
PSSA3|Out 06|3,80|3,59|3,84|3,45|29,43M|7,95%
PSSA3|Set 06|3,52|3,56|3,72|3,29|16,88M|-1,40%
PSSA3|Ago 06|3,57|3,06|3,60|3,06|16,43M|14,42%
PSSA3|Jul 06|3,12|2,90|3,20|2,88|20,64M|7,59%
PSSA3|Jun 06|2,90|2,92|3,06|2,43|30,04M|1,40%
PSSA3|Mai 06|2,86|3,37|3,68|2,59|24,62M|-14,63%
PSSA3|Abr 06|3,35|2,95|3,45|2,95|11,98M|13,56%
PSSA3|Mar 06|2,95|2,45|3,13|2,45|37,33M|20,41%
PSSA3|Fev 06|2,45|2,33|2,62|2,33|9,06M|4,26%
PSSA3|Jan 06|2,35|1,90|2,37|1,90|8,38M|19,90%
PSSA3|Dez 05|1,96|2,06|2,06|1,88|15,21M|-2,97%
PSSA3|Nov 05|2,02|1,69|2,10|1,69|8,92M|14,77%
PSSA3|Out 05|1,76|1,74|1,87|1,70|4,21M|1,15%
PSSA3|Set 05|1,74|1,70|1,75|1,65|14,36M|1,75%
PSSA3|Ago 05|1,71|1,58|1,74|1,58|9,40M|7,55%
PSSA3|Jul 05|1,59|1,66|1,68|1,51|6,33M|-3,64%
PSSA3|Jun 05|1,65|1,78|1,88|1,60|6,24M|-6,25%
PSSA3|Mai 05|1,76|1,75|1,76|1,58|7,90M|0,57%
PSSA3|Abr 05|1,75|1,88|2,12|1,65|9,77M|-6,91%
PSSA3|Mar 05|1,88|1,88|2,02|1,80|17,79M|-2,08%
PSSA3|Fev 05|1,92|1,63|2,12|1,61|17,49M|19,25%
PSSA3|Jan 05|1,61|1,57|1,79|1,57|19,80M|0,00%
PSSA3|Dez 04|1,61|1,48|1,61|1,46|23,17M|9,52%
RECR11|Fev 22|103,70|102,80|103,75|102,41|64,26K|0,88%
RECR11|Jan 22|102,80|98,56|104,52|97,63|1,35M|2,82%
RECR11|Dez 21|99,98|96,30|100,90|95,36|1,39M|2,58%
RECR11|Nov 21|97,47|98,43|100,35|96,17|1,21M|-1,89%
RECR11|Out 21|99,35|100,70|100,91|99,19|1,93M|-2,05%
RECR11|Set 21|101,43|103,58|104,37|100,23|1,42M|-3,98%
RECR11|Ago 21|105,63|105,45|105,99|101,00|1,17M|-0,91%
RECR11|Jul 21|106,60|101,81|106,77|101,48|1,51M|3,54%
RECR11|Jun 21|102,96|100,40|104,50|99,00|2,23M|1,36%
RECR11|Mai 21|101,58|105,39|107,15|100,21|1,10M|-3,61%
RECR11|Abr 21|105,39|102,02|105,60|102,02|696,67K|-0,13%
RECR11|Mar 21|105,53|114,31|114,82|103,92|1,48M|-8,41%
RECR11|Fev 21|115,22|106,88|115,99|106,62|1,15M|5,51%
RECR11|Jan 21|109,20|104,89|112,77|104,68|1,19M|-1,80%
RECR11|Dez 20|111,20|106,89|111,65|102,04|734,86K|2,77%
RECR11|Nov 20|108,20|98,22|109,84|97,26|710,31K|9,29%
RECR11|Out 20|99,00|95,33|101,15|94,02|1,02M|3,85%
RECR11|Set 20|95,33|97,24|99,61|93,92|423,10K|-1,93%
RECR11|Ago 20|97,20|94,30|98,06|94,06|382,54K|3,14%
RECR11|Jul 20|94,24|95,26|96,27|93,35|485,92K|-1,08%
RECR11|Jun 20|95,27|92,71|95,52|91,13|445,13K|2,76%
RECR11|Mai 20|92,71|83,52|92,97|83,07|253,94K|11,00%
RECR11|Abr 20|83,52|79,64|84,53|76,90|299,53K|4,38%
RECR11|Mar 20|80,01|94,41|95,76|56,76|560,80K|-14,75%
RECR11|Fev 20|93,86|94,77|97,07|93,52|443,54K|-3,23%
RECR11|Jan 20|96,99|96,10|100,34|95,92|547,36K|1,11%
RECR11|Dez 19|95,92|93,43|96,48|92,72|498,16K|2,28%
RECR11|Nov 19|93,78|94,78|96,25|91,84|424,08K|-0,82%
RECR11|Out 19|94,55|97,16|97,46|93,69|376,73K|-2,24%
RECR11|Set 19|96,72|95,23|98,02|92,97|409,86K|1,70%
RECR11|Ago 19|95,10|92,05|96,56|89,05|767,60K|3,31%
RECR11|Jul 19|92,05|87,87|92,22|86,54|468,52K|4,79%
RECR11|Jun 19|87,85|85,20|87,91|84,83|371,27K|2,94%
RECR11|Mai 19|85,34|83,53|86,11|81,98|523,52K|2,16%
RECR11|Abr 19|83,54|81,49|83,89|81,35|248,73K|2,69%
RECR11|Mar 19|81,35|80,43|83,60|79,26|153,06K|1,08%
RECR11|Fev 19|80,48|80,40|82,39|79,64|136,27K|0,10%
RECR11|Jan 19|80,40|80,72|83,28|78,58|140,81K|-0,40%
RECR11|Dez 18|80,72|78,40|80,96|76,91|183,85K|3,42%
RECR11|Nov 18|78,05|76,40|82,87|70,93|94,12K|2,15%
RECR11|Out 18|76,41|72,45|85,65|71,65|40,95K|5,46%
RECR11|Set 18|72,46|70,94|73,02|69,56|18,13K|0,69%
RECR11|Ago 18|71,96|67,63|71,96|67,62|22,86K|5,78%
RECR11|Jul 18|68,03|67,53|68,57|65,93|14,78K|-0,07%
RECR11|Jun 18|68,07|68,24|69,41|65,17|10,69K|-1,93%
RECR11|Mai 18|69,41|67,38|73,77|66,04|32,54K|3,02%
RECR11|Abr 18|67,38|69,56|69,57|66,45|6,73K|-1,37%
RECR11|Mar 18|68,31|69,28|69,29|65,72|2,48K|0,50%
RECR11|Fev 18|67,97|70,25|76,87|66,00|8,62K|-2,49%
RECR11|Jan 18|69,70|69,94|78,85|66,74|18,31K|-0,39%
SAPP34|Fev 22|670,86|669,37|673,37|661,29|0,03K|0,82%
SAPP34|Jan 22|665,41|803,20|805,15|646,13|5,82K|-14,63%
SAPP34|Dez 21|779,44|740,16|801,60|730,20|4,33K|7,26%
SAPP34|Nov 21|726,68|843,28|843,28|726,68|1,47K|-11,65%
SAPP34|Out 21|822,53|731,46|826,40|722,70|4,03K|12,05%
SAPP34|Set 21|734,08|776,93|780,78|734,08|29,06K|-5,28%
SAPP34|Ago 21|775,00|735,00|807,20|735,00|0,50K|4,03%
SAPP34|Jul 21|745,00|697,90|781,56|697,90|0,32K|6,20%
SAPP34|Jun 21|701,48|720,00|735,84|690,00|1,64K|-3,92%
SAPP34|Mai 21|730,10|745,45|757,50|694,63|0,56K|-1,60%
SAPP34|Abr 21|742,01|698,65|781,24|698,65|30,75K|7,07%
SAPP34|Mar 21|693,00|695,00|745,11|670,50|3,70K|0,43%
SAPP34|Fev 21|690,00|709,50|727,00|674,50|4,61K|-1,05%
SAPP34|Jan 21|697,30|680,00|720,50|650,00|7,70K|2,71%
SAPP34|Dez 20|678,92|649,08|688,00|606,22|27,47K|4,18%
SAPP34|Nov 20|651,70|629,31|663,60|620,00|2,08K|6,50%
SAPP34|Out 20|611,91|888,62|888,62|609,19|1,89K|-30,26%
SAPP34|Set 20|877,40|835,01|889,40|832,39|21,53K|-3,52%
SAPP34|Ago 20|909,37|865,64|916,90|864,68|5,56K|11,05%
SAPP34|Jul 20|818,88|744,64|855,75|744,64|1,94K|25,29%
SAPP34|Jun 20|653,61|680,00|680,00|653,61|3,63K|-3,68%
SAPP34|Mai 20|678,60|671,36|678,60|652,89|0,35K|6,64%
SAPP34|Abr 20|636,36|543,42|637,26|543,42|2,25K|21,33%
SAPP34|Mar 20|524,49|551,10|565,61|472,54|2,82K|-6,63%
SAPP34|Fev 20|561,73|552,42|602,01|552,42|2,60K|1,96%
SAPP34|Jan 20|550,95|540,15|578,86|540,15|11,10K|1,77%
SIMN34|Fev 22|193,39|205,00|205,00|191,52|0,18K|-0,91%
SIMN34|Jan 22|195,16|223,47|246,98|190,92|60,57K|-12,07%
SIMN34|Dez 21|221,95|214,98|227,41|206,64|39,00K|2,95%
SIMN34|Nov 21|215,60|208,50|240,32|208,30|39,29K|4,53%
SIMN34|Out 21|206,25|178,50|208,53|175,75|16,58K|15,55%
SIMN34|Set 21|178,50|172,33|183,24|168,13|23,00K|2,69%
SIMN34|Ago 21|173,83|164,16|178,74|162,50|32,14K|5,58%
SIMN34|Jul 21|164,64|161,00|170,34|149,55|41,32K|-0,19%
SIMN34|Jun 21|164,96|168,71|173,51|155,05|23,67K|-2,93%
SIMN34|Mai 21|169,94|167,70|169,94|155,80|20,79K|1,94%
SIMN34|Abr 21|166,70|163,22|169,00|156,00|28,92K|-10,74%
SIMN34|Mar 21|186,75|160,00|186,75|149,00|20,80K|17,55%
SIMN34|Fev 21|158,87|128,52|162,80|122,51|26,11K|25,09%
SIMN34|Jan 21|127,00|110,33|134,00|107,94|16,14K|16,92%
SIMN34|Dez 20|108,62|109,79|118,91|103,02|17,75K|-2,63%
SIMN34|Nov 20|111,55|93,11|122,40|83,17|25,97K|24,10%
SIMN34|Out 20|89,89|89,96|99,70|85,75|12,63K|-1,54%
SIMN34|Set 20|91,29|88,76|96,01|83,53|43,34K|0,32%
SIMN34|Ago 20|91,00|80,43|94,22|80,43|8,73K|14,09%
SIMN34|Jul 20|79,76|90,90|90,90|76,82|10,30K|-12,81%
SIMN34|Jun 20|91,48|74,05|111,99|74,05|10,87K|22,63%
SIMN34|Mai 20|74,60|86,66|86,66|68,47|11,74K|-13,92%
SIMN34|Abr 20|86,66|68,95|91,48|65,59|23,86K|19,52%
SIMN34|Mar 20|72,51|135,97|138,46|58,08|10,11K|-44,75%
SIMN34|Fev 20|131,25|132,70|150,10|131,25|14,00K|-9,50%
SIMN34|Jan 20|145,03|141,65|145,50|137,44|1,70K|3,80%
SIMN34|Dez 19|139,72|147,68|147,68|138,58|12,50K|-7,87%
SIMN34|Nov 19|151,66|150,86|151,66|150,86|0,20K|4,56%
SIMN34|Out 19|145,05|148,53|149,16|141,73|0,80K|-3,58%
SIMN34|Set 19|150,43|150,43|150,43|150,43|4,20K|6,65%
SIMN34|Ago 19|141,06|142,84|142,84|138,69|2,30K|0,54%
SIMN34|Jul 19|140,30|142,57|142,57|140,30|0,40K|-1,35%
SIMN34|Jun 19|142,23|148,92|148,92|142,23|10,10K|-3,53%
SOJA3|Fev 22|13,65|14,11|14,35|13,52|361,80K|-3,19%
SOJA3|Jan 22|14,10|15,90|16,42|13,16|8,37M|-11,10%
SOJA3|Dez 21|15,86|14,94|16,15|13,50|6,78M|6,16%
SOJA3|Nov 21|14,94|13,89|16,10|13,40|7,61M|8,26%
SOJA3|Out 21|13,80|14,20|15,00|13,44|5,01M|-1,78%
SOJA3|Set 21|14,05|13,90|15,00|13,35|6,07M|2,11%
SOJA3|Ago 21|13,76|14,02|15,23|13,53|6,84M|-1,29%
SOJA3|Jul 21|13,94|15,42|15,58|12,86|11,21M|-9,83%
SOJA3|Jun 21|15,46|15,72|16,09|14,55|9,63M|-0,58%
SOJA3|Mai 21|15,55|17,20|17,60|14,75|21,96M|-4,01%
TAEE3|Fev 22|12,57|12,81|12,84|12,50|49,00K|-1,87%
TAEE3|Jan 22|12,81|12,14|12,83|11,98|1,43M|5,69%
TAEE3|Dez 21|12,12|11,51|12,47|10,97|2,33M|1,42%
TAEE3|Nov 21|11,95|12,44|12,90|11,41|1,60M|-3,63%
TAEE3|Out 21|12,40|12,11|12,80|11,78|1,36M|2,48%
TAEE3|Set 21|12,10|12,71|12,97|11,96|1,70M|-4,80%
TAEE3|Ago 21|12,71|12,83|13,50|12,50|1,83M|0,39%
TAEE3|Jul 21|12,66|12,30|12,95|12,15|2,01M|2,51%
TAEE3|Jun 21|12,35|12,95|13,65|12,25|2,58M|-4,41%
TAEE3|Mai 21|12,92|13,00|13,50|11,72|3,01M|0,14%
TAEE3|Abr 21|12,90|12,08|13,01|11,65|1,82M|0,00%
TAEE3|Mar 21|12,90|9,99|13,30|9,95|2,50M|24,64%
TAEE3|Fev 21|10,35|10,82|11,20|10,09|1,77M|-3,72%
TAEE3|Jan 21|10,75|11,20|11,40|10,64|1,92M|-4,02%
TAEE3|Dez 20|11,20|11,00|11,69|10,75|1,70M|1,45%
TAEE3|Nov 20|11,04|9,47|11,45|9,39|1,87M|17,57%
TAEE3|Out 20|9,39|9,32|9,60|9,28|1,38M|0,97%
TAEE3|Set 20|9,30|9,47|9,82|9,22|1,30M|-1,59%
TAEE3|Ago 20|9,45|9,48|9,77|9,14|1,81M|0,00%
TAEE3|Jul 20|9,45|9,17|9,56|9,04|1,33M|3,08%
TAEE3|Jun 20|9,17|9,33|9,69|9,04|1,19M|-1,26%
TAEE3|Mai 20|9,29|8,61|9,42|8,26|794,10K|7,87%
TAEE3|Abr 20|8,61|8,19|9,21|8,02|592,70K|2,70%
TAEE3|Mar 20|8,38|9,37|9,87|7,53|1,09M|-10,10%
TAEE3|Fev 20|9,32|9,79|10,02|8,82|408,40K|-4,81%
TAEE3|Jan 20|9,80|9,69|10,25|9,43|596,80K|1,17%
TAEE3|Dez 19|9,68|8,86|9,70|8,76|469,20K|9,43%
TAEE3|Nov 19|8,85|8,94|9,09|8,52|427,20K|-2,08%
TAEE3|Out 19|9,04|8,99|9,09|8,34|357,70K|0,51%
TAEE3|Set 19|8,99|9,04|9,55|8,59|275,70K|0,62%
TAEE3|Ago 19|8,94|8,75|9,32|8,18|192,30K|2,24%
TAEE3|Jul 19|8,74|8,87|9,55|8,25|130,00K|-1,42%
TAEE3|Jun 19|8,87|8,43|9,10|8,07|140,50K|4,32%
TAEE3|Mai 19|8,50|8,13|8,58|7,59|101,70K|3,00%
TAEE3|Abr 19|8,25|8,15|8,56|7,87|82,60K|1,19%
TAEE3|Mar 19|8,15|8,45|8,73|7,52|109,50K|-3,44%
TAEE3|Fev 19|8,44|8,67|8,92|8,20|95,10K|-2,74%
TAEE3|Jan 19|8,68|7,47|9,26|7,40|124,20K|16,29%
TAEE3|Dez 18|7,47|7,21|7,84|6,85|42,40K|8,91%
TAEE3|Nov 18|6,85|7,41|7,42|6,53|54,80K|-7,92%
TAEE3|Out 18|7,44|6,06|7,44|5,89|25,60K|23,46%
TAEE3|Set 18|6,03|5,89|6,23|5,57|19,90K|5,14%
TAEE3|Ago 18|5,73|5,82|6,32|5,52|15,00K|-0,45%
TAEE3|Jul 18|5,76|5,60|5,97|5,27|16,00K|0,14%
TAEE3|Jun 18|5,75|5,35|6,25|5,27|12,40K|16,50%
TAEE3|Mai 18|4,94|5,67|5,96|4,94|14,50K|-14,02%
TAEE3|Abr 18|5,74|6,05|6,06|5,63|5,90K|-5,26%
TAEE3|Mar 18|6,06|5,44|6,14|5,17|20,50K|11,27%
TAEE3|Fev 18|5,45|5,44|5,98|4,70|14,00K|0,14%
TAEE3|Jan 18|5,44|5,91|5,91|5,21|8,60K|-2,10%
TAEE3|Dez 17|5,56|5,29|5,75|5,29|5,20K|1,86%
TAEE3|Nov 17|5,46|5,35|5,46|5,10|7,60K|2,89%
TAEE3|Out 17|5,30|6,11|6,41|5,30|15,60K|-7,28%
TAEE3|Set 17|5,72|5,90|6,21|5,53|8,90K|-1,95%
TAEE3|Ago 17|5,83|5,71|6,01|5,63|8,30K|-1,79%
TAEE3|Jul 17|5,94|5,63|6,38|5,37|8,20K|5,47%
TAEE3|Jun 17|5,63|6,38|6,38|5,62|8,20K|-25,15%
TOTS3|Fev 22|28,47|29,01|30,10|27,19|3,57M|-2,06%
TOTS3|Jan 22|29,07|28,64|29,77|23,96|106,52M|1,50%
TOTS3|Dez 21|28,64|31,82|33,09|27,58|94,90M|-9,62%
TOTS3|Nov 21|31,69|33,16|36,95|30,38|79,30M|-3,27%
TOTS3|Out 21|32,76|35,97|36,77|30,19|78,18M|-9,25%
TOTS3|Set 21|36,10|39,97|41,24|34,60|91,64M|-8,84%
TOTS3|Ago 21|39,60|35,46|40,39|33,84|89,47M|11,99%
TOTS3|Jul 21|35,36|37,46|38,88|34,78|69,85M|-6,08%
TOTS3|Jun 21|37,65|34,80|38,32|33,99|79,38M|9,23%
TOTS3|Mai 21|34,47|30,98|34,64|30,15|91,92M|10,84%
TOTS3|Abr 21|31,10|28,88|31,90|28,43|70,99M|7,50%
TOTS3|Mar 21|28,93|31,74|32,36|27,08|130,99M|-7,81%
TOTS3|Fev 21|31,38|28,97|34,94|28,01|102,96M|10,49%
TOTS3|Jan 21|28,40|28,91|30,95|25,85|91,72M|-1,11%
TOTS3|Dez 20|28,72|26,98|28,99|24,86|123,19M|7,36%
TOTS3|Nov 20|26,75|27,39|31,91|26,00|213,28M|-0,93%
TOTS3|Out 20|27,00|27,01|29,22|26,23|97,83M|-0,37%
TOTS3|Set 20|27,10|29,17|30,19|26,14|112,14M|-6,10%
TOTS3|Ago 20|28,86|25,45|29,39|25,37|133,52M|12,02%
TOTS3|Jul 20|25,76|22,95|27,18|22,95|95,02M|11,58%
TOTS3|Jun 20|23,09|20,04|23,38|19,78|110,74M|15,12%
TOTS3|Mai 20|20,06|19,68|21,23|17,01|106,37M|2,00%
TOTS3|Abr 20|19,66|14,89|21,20|14,16|145,54M|27,00%
TOTS3|Mar 20|15,48|23,55|25,05|12,32|201,60M|-34,26%
TOTS3|Fev 20|23,56|24,76|27,77|23,22|145,43M|-4,88%
TOTS3|Jan 20|24,76|21,64|24,84|21,53|137,45M|15,65%
TOTS3|Dez 19|21,41|21,26|23,01|20,50|101,46M|0,11%
TOTS3|Nov 19|21,39|20,66|22,02|19,64|87,98M|3,89%
