Código|Data|Último|Abertura|Máxima|Mínima|Vol.|Var%
HGLG11|Mai 12|58,09|58,32|59,70|56,71|23,21K|-1,17%
HGLG11|Abr 12|58,78|56,71|58,78|56,71|10,50K|2,40%
HGLG11|Mar 12|57,40|56,02|59,24|54,19|27,94K|1,63%
HGLG11|Fev 12|56,48|54,64|56,53|53,50|24,69K|3,36%
HGLG11|Jan 12|54,64|53,27|55,10|52,35|11,68K|1,71%
HGLG11|Dez 11|53,73|50,51|53,73|50,51|7,34K|5,40%
HGLG11|Nov 11|50,97|53,73|53,73|49,59|11,44K|2,78%
HGLG11|Out 11|49,59|51,71|51,71|49,59|6,39K|-4,00%
HGLG11|Set 11|51,66|54,19|54,19|51,66|2,35K|-4,66%
HGLG11|Ago 11|54,19|50,51|54,19|50,10|8,23K|8,26%
HGLG11|Jul 11|50,05|49,59|50,05|48,90|8,48K|2,54%
HGLG11|Jun 11|48,81|47,99|49,59|47,76|10,56K|1,92%
HGLG11|Mai 11|47,89|47,57|47,89|47,57|12,96K|-0,10%
HGLG11|Abr 11|47,94|47,94|47,94|47,94|13,21K|0,00%
HGRU11|Fev 22|113,92|114,85|115,97|113,55|21,58K|-1,07%
HGRU11|Jan 22|115,15|117,89|118,24|110,50|852,42K|-2,61%
HGRU11|Dez 21|118,24|106,88|118,50|106,70|759,71K|9,89%
HGRU11|Nov 21|107,60|112,28|112,30|102,10|751,61K|-3,93%
HGRU11|Out 21|112,00|113,00|114,50|110,65|747,05K|-0,88%
HGRU11|Set 21|113,00|116,61|117,00|110,99|856,57K|-3,13%
HGRU11|Ago 21|116,65|120,50|120,77|112,16|787,56K|-3,15%
HGRU11|Jul 21|120,44|117,00|121,99|115,51|827,68K|2,94%
HGRU11|Jun 21|117,00|119,56|122,89|110,01|952,44K|-2,62%
HGRU11|Mai 21|120,15|122,34|122,95|115,96|1,39M|-1,25%
HGRU11|Abr 21|121,67|123,20|123,75|120,92|917,60K|-1,79%
HGRU11|Mar 21|123,89|128,10|128,59|121,80|1,05M|-3,21%
HGRU11|Fev 21|128,00|128,67|131,49|126,05|967,18K|-0,53%
HGRU11|Jan 21|128,68|129,30|130,50|126,03|1,15M|-0,50%
HGRU11|Dez 20|129,33|125,50|130,00|123,37|1,34M|1,12%
HGRU11|Nov 20|127,90|126,03|129,94|125,50|804,45K|2,06%
HGRU11|Out 20|125,32|126,70|131,07|123,59|1,16M|-1,11%
HGRU11|Set 20|126,73|126,05|131,66|125,15|935,27K|0,69%
HGRU11|Ago 20|125,87|123,21|129,05|122,47|836,77K|2,70%
HGRU11|Jul 20|122,56|122,85|127,60|119,54|1,30M|0,34%
HGRU11|Jun 20|122,14|109,17|125,95|108,90|907,71K|11,02%
HGRU11|Mai 20|110,02|109,75|110,84|104,59|965,49K|2,22%
HGRU11|Abr 20|107,62|101,18|108,18|97,37|555,35K|7,01%
HGRU11|Mar 20|100,57|120,11|124,13|74,16|990,47K|-16,08%
HGRU11|Fev 20|119,84|121,48|129,02|118,64|1,00M|-0,84%
HGRU11|Jan 20|120,85|118,32|127,48|118,31|2,43M|-1,07%
HGRU11|Dez 19|122,15|114,81|131,61|113,10|378,25K|1,99%
HGRU11|Nov 19|119,77|104,34|119,77|102,52|362,82K|15,44%
HGRU11|Out 19|103,76|96,44|104,63|95,30|445,88K|7,40%
HGRU11|Set 19|96,61|96,06|97,67|94,98|121,95K|0,80%
HGRU11|Ago 19|95,85|94,45|97,22|94,43|60,03K|1,48%
HGRU11|Jul 19|94,45|91,46|96,07|90,00|39,65K|3,72%
HGRU11|Jun 19|91,06|90,22|92,00|88,85|44,63K|0,31%
HGRU11|Mai 19|90,78|95,52|96,59|87,06|75,09K|-5,45%
HGRU11|Abr 19|96,01|93,13|96,43|92,23|53,83K|3,72%
HGRU11|Mar 19|92,56|88,48|94,19|87,67|60,85K|6,26%
HGRU11|Fev 19|87,11|86,70|88,74|86,34|62,05K|0,73%
HGRU11|Jan 19|86,47|82,91|93,02|82,91|20,60K|2,67%
HGRU11|Dez 18|84,22|82,22|84,55|81,41|20,63K|4,05%
HGRU11|Nov 18|80,95|79,83|81,71|79,83|59,96K|2,17%
HGRU11|Out 18|79,23|79,99|81,51|78,98|28,55K|-1,27%
HGRU11|Set 18|80,25|80,80|81,82|78,77|28,54K|-0,69%
HGRU11|Ago 18|80,81|82,62|85,37|79,47|70,08K|-4,02%
HOME34|Fev 22|68,46|68,50|70,58|67,59|40,99K|-1,55%
HOME34|Jan 22|69,54|84,00|87,43|67,33|1,17M|-14,38%
HOME34|Dez 21|81,22|80,84|85,17|77,66|719,20K|0,20%
HOME34|Nov 21|81,06|75,58|83,02|70,47|686,39K|7,72%
HOME34|Out 21|75,25|63,82|77,06|62,38|551,15K|17,91%
HOME34|Set 21|63,82|59,97|65,85|59,00|561,70K|6,03%
HOME34|Ago 21|60,19|60,91|63,77|59,30|950,46K|-1,18%
HOME34|Jul 21|60,91|56,40|62,13|56,40|532,63K|7,05%
HOME34|Jun 21|56,90|58,70|59,50|53,20|551,87K|-1,73%
HOME34|Mai 21|57,90|62,75|64,99|57,30|676,47K|-5,39%
HOME34|Abr 21|61,20|61,78|66,25|61,20|745,71K|-0,94%
HOME34|Mar 21|61,78|50,22|63,11|49,70|938,32K|19,75%
HOME34|Fev 21|51,59|53,81|54,87|48,88|778,76K|-1,90%
HOME34|Jan 21|52,59|48,69|55,82|47,71|624,82K|7,15%
HOME34|Dez 20|49,08|52,48|54,57|46,72|902,78K|-6,41%
HOME34|Nov 20|52,44|55,13|57,51|50,64|1,06M|-2,22%
HOME34|Out 20|53,63|55,88|57,69|53,62|760,13K|-2,15%
HOME34|Set 20|54,81|53,42|55,23|50,62|984,56K|-0,80%
HOME34|Ago 20|55,25|50,22|57,59|49,63|563,36K|14,08%
HOME34|Jul 20|48,43|48,14|49,28|46,35|525,28K|1,96%
HOME34|Jun 20|47,50|46,73|47,50|42,67|358,54K|3,22%
HOME34|Mai 20|46,02|42,47|50,08|42,47|768,74K|9,29%
HOME34|Abr 20|42,11|33,14|43,69|32,45|733,32K|21,81%
HOME34|Mar 20|34,57|34,67|37,97|27,42|1,19M|3,44%
HOME34|Fev 20|33,42|34,36|37,63|33,42|385,84K|-2,42%
HOME34|Jan 20|34,25|30,61|34,57|30,61|313,60K|12,89%
HOME34|Dez 19|30,34|31,91|31,91|30,08|331,80K|-5,98%
HOME34|Nov 19|32,27|32,62|34,55|31,60|264,60K|-0,62%
HOME34|Out 19|32,47|33,45|33,94|31,93|369,60K|-2,14%
HOME34|Set 19|33,18|32,18|33,18|32,18|169,40K|3,24%
HOME34|Ago 19|32,14|27,81|32,28|27,51|491,40K|13,49%
HOME34|Jul 19|28,32|27,69|28,38|27,17|187,60K|3,43%
HOME34|Jun 19|27,38|25,27|27,85|25,10|247,80K|7,71%
HOME34|Mai 19|25,42|26,95|27,25|25,42|224,00K|-6,13%
HOME34|Abr 19|27,08|25,83|28,16|25,28|238,00K|6,24%
HOME34|Mar 19|25,49|23,94|25,73|23,54|162,40K|8,84%
HOME34|Fev 19|23,42|22,63|24,31|22,63|193,20K|3,35%
HOME34|Jan 19|22,66|22,34|22,83|21,58|229,60K|1,93%
HOME34|Dez 18|22,23|23,50|23,50|21,44|203,00K|-4,06%
HOME34|Nov 18|23,17|22,31|23,75|21,66|210,00K|4,65%
HOME34|Out 18|22,14|28,06|28,45|21,03|1,33M|-20,99%
HOME34|Set 18|28,02|28,38|29,89|27,82|399,00K|0,18%
HOME34|Ago 18|27,97|24,57|28,63|24,26|385,00K|14,21%
HOME34|Jul 18|24,49|25,49|26,26|24,49|211,40K|-3,24%
HOME34|Jun 18|25,31|23,27|25,91|23,27|282,80K|9,09%
HOME34|Mai 18|23,20|21,96|23,49|21,52|390,60K|7,66%
HOME34|Abr 18|21,55|19,07|21,55|18,82|273,00K|11,43%
HOME34|Mar 18|19,34|19,49|19,72|19,01|261,80K|-2,03%
HOME34|Fev 18|19,74|21,00|21,14|19,37|436,80K|-7,63%
HOME34|Jan 18|21,37|20,47|21,98|20,26|499,80K|2,59%
HOME34|Dez 17|20,83|19,35|20,90|19,28|387,80K|12,78%
HOME34|Nov 17|18,47|17,77|18,49|17,48|232,40K|3,07%
HOME34|Out 17|17,92|16,94|18,06|16,94|235,20K|5,66%
HOME34|Set 17|16,96|15,47|16,96|15,47|260,40K|9,28%
HOME34|Ago 17|15,52|15,20|16,08|15,15|484,40K|1,97%
HOME34|Jul 17|15,22|16,33|16,51|14,92|497,00K|-8,37%
HOME34|Jun 17|16,61|16,53|17,09|16,36|120,40K|0,91%
HOME34|Mai 17|16,46|15,88|17,00|15,81|175,00K|2,55%
HOME34|Abr 17|16,05|14,91|16,05|14,75|109,20K|6,15%
HOME34|Mar 17|15,12|14,62|15,18|14,62|91,00K|3,35%
HOME34|Fev 17|14,63|13,91|14,63|13,80|166,60K|5,03%
HOME34|Jan 17|13,93|14,02|14,33|13,84|165,20K|-1,90%
HOME34|Dez 16|14,20|14,47|14,92|14,06|967,39K|0,14%
HOME34|Nov 16|14,18|12,56|14,39|12,51|411,60K|13,08%
HOME34|Out 16|12,54|13,35|13,39|12,39|275,80K|-6,97%
HOME34|Set 16|13,48|14,04|14,08|12,99|282,80K|-3,44%
HOME34|Ago 16|13,96|14,50|14,50|13,48|355,60K|-2,51%
HOME34|Jul 16|14,32|13,19|14,50|13,19|539,00K|9,56%
HOME34|Jun 16|13,07|15,28|15,28|12,97|470,40K|-14,41%
HOME34|Mai 16|15,27|14,95|15,35|14,67|676,20K|3,11%
HOME34|Abr 16|14,81|15,39|15,76|14,77|841,39K|-3,71%
HOME34|Mar 16|15,38|15,68|15,69|14,65|943,59K|-2,72%
HOME34|Fev 16|15,81|16,01|16,02|14,16|596,40K|0,19%
HOME34|Jan 16|15,78|16,73|16,73|14,87|1,09M|-6,24%
HOME34|Dez 15|16,83|16,27|16,83|15,54|707,00K|2,75%
HOME34|Nov 15|16,38|14,99|16,38|14,30|726,60K|7,41%
HOME34|Out 15|15,25|14,69|15,39|14,27|575,40K|5,10%
HOME34|Set 15|14,51|13,21|15,34|13,21|2,90M|10,09%
HOME34|Ago 15|13,18|12,68|13,45|12,54|646,80K|4,85%
HOME34|Jul 15|12,57|11,01|12,57|10,96|495,60K|16,50%
HOME34|Jun 15|10,79|11,13|11,13|10,67|275,80K|-1,82%
HOME34|Mai 15|10,99|10,48|11,08|10,37|256,20K|9,57%
HOME34|Abr 15|10,03|11,23|11,24|10,03|446,60K|-13,08%
HOME34|Mar 15|11,54|10,46|11,95|10,39|551,60K|12,70%
HOME34|Fev 15|10,24|8,71|10,45|8,69|361,20K|14,80%
HOME34|Jan 15|8,92|8,66|8,93|8,28|1,01M|4,33%
HOME34|Dez 14|8,55|7,83|8,74|7,82|1,01M|13,55%
HOME34|Nov 14|7,53|7,39|7,84|7,39|361,20K|5,46%
HOME34|Out 14|7,14|6,95|7,34|6,71|133,00K|1,71%
HOME34|Set 14|7,02|6,51|7,05|6,26|1,01M|21,03%
HOME34|Ago 14|5,80|5,62|5,80|5,62|30,80K|4,69%
HOME34|Jul 14|5,54|5,47|5,54|5,46|37,80K|0,91%
HOME34|Jun 14|5,49|5,61|5,61|5,32|92,40K|2,81%
HOME34|Mai 14|5,34|5,24|5,34|5,12|280,00K|2,10%
HOME34|Abr 14|5,23|5,52|5,59|5,12|42,00K|-4,04%
HOME34|Mar 14|5,45|5,85|5,85|5,44|63,00K|-7,16%
HOME34|Fev 14|5,87|5,58|5,89|5,48|243,60K|4,08%
HOME34|Jan 14|5,64|5,95|5,96|5,64|191,80K|-4,08%
HOME34|Dez 13|5,88|5,66|5,88|5,54|313,60K|2,80%
HOME34|Nov 13|5,72|5,24|5,76|5,24|50,40K|11,50%
HOME34|Out 13|5,13|5,03|5,15|4,92|245,00K|-0,58%
HOME34|Set 13|5,16|5,38|5,38|5,06|714,00K|-3,91%
HOME34|Ago 13|5,37|5,52|5,52|5,37|151,20K|-0,56%
HOME34|Jul 13|5,40|5,41|5,46|5,33|196,00K|8,43%
HOME34|Jun 13|4,98|4,95|5,02|4,95|61,60K|2,26%
HOME34|Mai 13|4,87|4,47|4,97|4,47|254,80K|10,68%
HOME34|Abr 13|4,40|4,29|4,40|4,18|273,00K|4,27%
HOME34|Mar 13|4,22|4,11|4,22|4,11|168,00K|9,33%
HOME34|Fev 13|3,86|3,97|3,97|3,86|135,80K|-4,93%
HOME34|Jan 13|4,06|3,86|4,07|3,86|42,00K|8,27%
HOME34|Dez 12|3,75|3,91|3,91|3,75|21,00K|-1,57%
HOME34|Nov 12|3,81|3,81|3,81|3,81|8,40K|2,42%
HOME34|Out 12|3,72|3,69|3,72|3,60|84,00K|4,49%
HOME34|Set 12|3,56|3,56|3,56|3,56|16,80K|23,61%
HOME34|Mai 12|2,88|2,88|2,88|2,88|23,80K|13,83%
IRDM11|Fev 22|109,92|108,83|109,92|108,75|53,34K|1,00%
IRDM11|Jan 22|108,83|107,63|110,66|104,71|1,65M|-0,13%
IRDM11|Dez 21|108,97|101,10|109,80|100,50|2,16M|6,69%
IRDM11|Nov 21|102,14|106,42|107,41|101,11|1,46M|-6,19%
IRDM11|Out 21|108,88|109,30|114,59|106,70|1,34M|-1,24%
IRDM11|Set 21|110,25|116,02|117,04|109,65|1,48M|-5,75%
IRDM11|Ago 21|116,97|116,65|118,30|107,34|2,06M|-0,87%
IRDM11|Jul 21|118,00|120,49|124,20|116,90|1,81M|-6,36%
IRDM11|Jun 21|126,02|130,07|131,62|116,49|1,60M|-3,85%
IRDM11|Mai 21|131,07|137,97|140,84|120,94|1,46M|-4,94%
IRDM11|Abr 21|137,88|131,92|138,85|131,92|1,05M|2,80%
IRDM11|Mar 21|134,12|140,21|142,55|130,20|2,03M|-12,17%
IRDM11|Fev 21|152,71|137,14|159,00|137,14|1,18M|10,35%
IRDM11|Jan 21|138,39|135,63|142,36|131,09|1,17M|0,87%
IRDM11|Dez 20|137,19|123,66|138,50|122,23|1,03M|9,75%
IRDM11|Nov 20|125,00|116,29|125,99|116,04|1,69M|7,73%
IRDM11|Out 20|116,03|113,08|120,55|106,60|1,26M|2,69%
IRDM11|Set 20|112,98|104,94|113,15|104,83|1,12M|7,66%
IRDM11|Ago 20|104,94|98,52|105,26|97,63|1,06M|6,72%
IRDM11|Jul 20|98,34|100,89|103,46|94,72|1,57M|-2,48%
IRDM11|Jun 20|100,83|87,68|101,18|87,68|754,82K|15,01%
IRDM11|Mai 20|87,68|84,69|88,35|82,07|738,48K|3,37%
IRDM11|Abr 20|84,81|82,88|87,08|80,11|709,25K|2,33%
IRDM11|Mar 20|82,88|99,81|103,98|74,33|1,08M|-16,50%
IRDM11|Fev 20|99,26|96,68|101,49|94,09|989,58K|2,67%
IRDM11|Jan 20|96,68|106,12|106,83|93,41|821,19K|-8,28%
IRDM11|Dez 19|105,40|90,83|107,26|89,94|466,65K|16,05%
IRDM11|Nov 19|90,82|85,84|92,95|84,09|972,78K|5,81%
IRDM11|Out 19|85,84|84,88|89,05|83,27|407,26K|1,13%
IRDM11|Set 19|84,88|83,15|85,18|79,27|329,16K|2,08%
IRDM11|Ago 19|83,15|74,06|84,23|73,54|403,16K|12,27%
IRDM11|Jul 19|74,06|67,95|77,94|67,83|450,34K|8,35%
IRDM11|Jun 19|68,36|66,53|68,39|65,21|206,42K|2,64%
IRDM11|Mai 19|66,60|66,13|67,70|65,60|232,37K|1,06%
IRDM11|Abr 19|65,90|64,17|66,72|63,32|245,58K|3,24%
IRDM11|Mar 19|63,83|63,02|69,10|60,95|162,91K|1,33%
IRDM11|Fev 19|62,99|61,36|63,92|61,22|127,77K|3,26%
IRDM11|Jan 19|61,00|60,96|62,97|59,35|148,27K|-0,02%
IRDM11|Dez 18|61,01|55,19|62,27|54,64|142,09K|10,55%
IRDM11|Nov 18|55,19|55,20|57,39|53,31|130,88K|-0,01%
IRDM11|Out 18|55,20|51,53|57,37|51,27|204,81K|7,29%
IRDM11|Set 18|51,45|51,65|52,69|50,75|96,06K|0,62%
IRDM11|Ago 18|51,13|49,73|52,47|49,38|62,31K|2,06%
IRDM11|Jul 18|50,09|49,50|51,99|48,28|51,41K|1,20%
IRDM11|Jun 18|49,50|50,63|51,67|45,15|62,05K|-4,20%
IRDM11|Mai 18|51,67|51,99|52,72|49,61|50,22K|-0,15%
IRDM11|Abr 18|51,75|52,08|52,34|49,68|51,50K|-0,63%
ITUB3|Fev 22|22,34|22,05|22,45|21,82|1,14M|1,13%
ITUB3|Jan 22|22,09|19,29|22,23|19,04|22,93M|15,72%
ITUB3|Dez 21|19,09|20,14|21,26|18,91|18,91M|-5,02%
ITUB3|Nov 21|20,10|20,94|21,98|19,74|22,46M|-4,42%
ITUB3|Out 21|21,03|22,15|23,03|20,61|38,09M|-22,11%
ITUB3|Set 21|27,00|28,65|29,21|25,01|48,27M|-5,69%
ITUB3|Ago 21|28,63|27,68|28,91|26,85|27,93M|4,22%
ITUB3|Jul 21|27,47|26,70|28,01|25,58|13,42M|2,73%
ITUB3|Jun 21|26,74|27,00|30,15|26,55|15,73M|0,64%
ITUB3|Mai 21|26,57|24,64|26,63|23,67|12,07M|8,90%
ITUB3|Abr 21|24,40|25,02|25,18|23,81|10,12M|-2,83%
ITUB3|Mar 21|25,11|23,60|25,48|21,91|15,07M|7,72%
ITUB3|Fev 21|23,31|26,11|26,36|23,16|14,44M|-8,87%
ITUB3|Jan 21|25,58|27,92|29,05|24,94|11,43M|-7,35%
ITUB3|Dez 20|27,61|25,84|28,28|25,57|16,74M|8,66%
ITUB3|Nov 20|25,41|22,12|26,56|21,89|15,09M|17,26%
ITUB3|Out 20|21,67|21,16|23,79|20,80|14,88M|2,90%
ITUB3|Set 20|21,06|22,53|23,74|20,90|12,84M|-5,18%
ITUB3|Ago 20|22,21|24,90|25,06|22,21|12,24M|-9,12%
ITUB3|Jul 20|24,44|23,71|25,72|23,47|11,72M|3,82%
ITUB3|Jun 20|23,54|21,55|26,21|21,20|28,43M|9,44%
ITUB3|Mai 20|21,51|20,96|22,69|19,64|19,18M|-0,19%
ITUB3|Abr 20|21,55|21,06|23,20|19,10|19,30M|-0,28%
ITUB3|Mar 20|21,61|27,98|28,43|19,05|60,13M|-22,79%
ITUB3|Fev 20|27,99|27,97|29,94|27,11|17,57M|0,54%
ITUB3|Jan 20|27,84|30,43|31,01|27,48|13,68M|-8,06%
ITUB3|Dez 19|30,28|28,37|30,63|28,33|9,33M|7,03%
ITUB3|Nov 19|28,29|29,45|30,77|27,97|8,42M|-3,81%
ITUB3|Out 19|29,41|28,47|30,19|26,46|14,68M|3,52%
ITUB3|Set 19|28,41|28,08|29,79|27,02|21,03M|0,78%
ITUB3|Ago 19|28,19|27,65|29,60|26,82|8,94M|2,73%
ITUB3|Jul 19|27,44|28,83|29,45|27,32|9,49M|-3,89%
ITUB3|Jun 19|28,55|27,62|28,67|26,58|7,02M|3,44%
ITUB3|Mai 19|27,60|26,91|27,91|24,93|6,37M|2,64%
ITUB3|Abr 19|26,89|27,55|27,67|25,69|4,53M|-1,65%
ITUB3|Mar 19|27,34|28,85|29,87|26,21|8,33M|-4,00%
ITUB3|Fev 19|28,48|28,37|29,39|27,02|28,83M|0,11%
ITUB3|Jan 19|28,45|26,01|28,57|26,01|6,64M|9,42%
ITUB3|Dez 18|26,00|27,10|27,24|24,71|5,03M|-2,55%
ITUB3|Nov 18|26,68|24,33|27,06|24,33|3,79M|9,25%
ITUB3|Out 18|24,42|21,72|25,51|21,58|7,40M|12,48%
ITUB3|Set 18|21,71|21,48|22,45|21,04|4,07M|0,84%
ITUB3|Ago 18|21,53|22,40|23,14|21,08|3,39M|-4,61%
ITUB3|Jul 18|22,57|20,25|23,41|19,94|2,74M|11,46%
ITUB3|Jun 18|20,25|21,58|22,27|18,90|3,87M|-5,99%
ITUB3|Mai 18|21,54|24,85|24,85|21,26|4,12M|-13,35%
ITUB3|Abr 18|24,86|25,43|25,76|24,36|3,40M|-2,24%
ITUB3|Mar 18|25,43|24,62|25,81|24,32|6,31M|3,54%
ITUB3|Fev 18|24,56|23,78|25,68|22,99|8,48M|3,45%
ITUB3|Jan 18|23,74|20,33|24,09|20,21|7,99M|17,70%
ITUB3|Dez 17|20,17|19,78|20,72|19,24|118,50M|1,97%
ITUB3|Nov 17|19,78|20,50|20,73|19,43|2,35M|-3,37%
ITUB3|Out 17|20,47|20,46|21,40|20,03|3,25M|0,10%
ITUB3|Set 17|20,45|19,14|20,82|19,00|4,19M|7,69%
ITUB3|Ago 17|18,99|17,63|19,32|17,60|4,23M|9,14%
ITUB3|Jul 17|17,40|17,12|17,55|16,83|2,20M|1,69%
ITUB3|Jun 17|17,11|16,97|17,59|16,67|3,98M|0,88%
ITUB3|Mai 17|16,96|18,04|18,70|15,91|6,03M|-5,20%
ITUB3|Abr 17|17,89|17,73|18,12|17,11|2,57M|0,90%
ITUB3|Mar 17|17,73|18,37|18,64|17,26|4,24M|-3,48%
ITUB3|Fev 17|18,37|16,54|19,09|16,27|6,12M|11,33%
ITUB3|Jan 17|16,50|15,16|17,03|15,07|4,51M|7,21%
ITUB3|Dez 16|15,39|15,22|15,39|13,76|4,70M|-0,19%
ITUB3|Nov 16|15,42|16,88|16,88|14,68|6,37M|-8,21%
ITUB3|Out 16|16,80|14,36|16,84|14,27|3,85M|17,65%
ITUB3|Set 16|14,28|14,17|14,83|13,84|4,16M|1,64%
ITUB3|Ago 16|14,05|13,27|14,55|13,10|4,85M|6,12%
ITUB3|Jul 16|13,24|11,79|13,36|11,52|4,82M|12,78%
ITUB3|Jun 16|11,74|11,50|12,13|11,05|5,17M|2,26%
ITUB3|Mai 16|11,48|13,03|13,03|11,38|3,78M|-10,87%
ITUB3|Abr 16|12,88|11,92|13,29|11,36|4,29M|7,07%
ITUB3|Mar 16|12,03|10,36|12,93|10,32|11,93M|17,71%
ITUB3|Fev 16|10,22|9,92|10,60|9,59|3,90M|3,44%
ITUB3|Jan 16|9,88|10,65|10,65|9,39|2,89M|-7,92%
ITUB3|Dez 15|10,73|11,07|11,67|10,41|3,80M|-2,19%
ITUB3|Nov 15|10,97|10,92|11,76|10,91|1,93M|2,24%
ITUB3|Out 15|10,73|10,64|12,11|10,50|5,02M|1,23%
ITUB3|Set 15|10,60|10,74|11,96|10,30|3,10M|-2,21%
ITUB3|Ago 15|10,84|12,11|12,29|10,30|2,23M|-10,78%
ITUB3|Jul 15|12,15|12,81|13,09|11,51|2,88M|-5,52%
ITUB3|Jun 15|12,86|12,57|12,86|12,14|2,68M|2,31%
ITUB3|Mai 15|12,57|13,48|13,84|12,49|5,17M|-6,33%
ITUB3|Abr 15|13,42|12,55|13,90|12,55|4,44M|7,79%
ITUB3|Mar 15|12,45|12,67|12,95|11,76|6,18M|-1,58%
ITUB3|Fev 15|12,65|11,42|13,09|11,23|3,67M|11,75%
ITUB3|Jan 15|11,32|11,89|12,22|11,17|5,27M|-6,75%
ITUB3|Dez 14|12,14|12,82|12,82|10,90|4,62M|-5,53%
ITUB3|Nov 14|12,85|12,04|13,49|11,49|5,90M|4,64%
ITUB3|Out 14|12,28|11,56|13,29|10,18|9,20M|4,07%
ITUB3|Set 14|11,80|14,18|14,56|11,56|29,60M|-15,47%
ITUB3|Ago 14|13,96|12,34|14,07|12,21|5,33M|13,13%
ITUB3|Jul 14|12,34|11,25|12,69|10,98|4,50M|9,69%
ITUB3|Jun 14|11,25|10,88|11,72|10,71|4,96M|3,12%
ITUB3|Mai 14|10,91|11,59|12,00|10,80|5,96M|-5,79%
ITUB3|Abr 14|11,58|10,83|11,75|10,56|2,98M|7,62%
ITUB3|Mar 14|10,76|9,81|10,76|9,42|4,10M|9,80%
ITUB3|Fev 14|9,80|9,09|9,96|8,81|5,18M|7,46%
ITUB3|Jan 14|9,12|9,75|9,75|8,69|9,50M|-6,27%
ITUB3|Dez 13|9,73|10,00|10,21|9,30|2,36M|-3,09%
ITUB3|Nov 13|10,04|10,75|10,75|9,68|4,52M|-6,17%
ITUB3|Out 13|10,70|9,87|10,77|9,66|5,48M|8,30%
ITUB3|Set 13|9,88|9,47|10,31|9,11|4,99M|7,39%
ITUB3|Ago 13|9,20|9,42|9,87|8,99|4,14M|-1,29%
ITUB3|Jul 13|9,32|9,38|9,70|8,62|5,56M|-1,48%
ITUB3|Jun 13|9,46|10,19|10,53|9,02|8,68M|-7,53%
ITUB3|Mai 13|10,23|9,89|10,65|9,86|5,24M|1,99%
ITUB3|Abr 13|10,03|10,60|10,69|9,53|11,36M|-6,09%
ITUB3|Mar 13|10,68|9,85|10,78|9,84|8,34M|7,88%
ITUB3|Fev 13|9,90|9,67|10,13|9,35|5,97M|1,64%
ITUB3|Jan 13|9,74|9,14|10,13|9,04|17,93M|7,51%
ITUB3|Dez 12|9,06|8,38|9,33|8,38|6,26M|8,24%
ITUB3|Nov 12|8,37|7,64|8,46|7,62|7,27M|9,55%
ITUB3|Out 12|7,64|7,88|8,06|7,39|12,23M|-2,30%
ITUB3|Set 12|7,82|8,13|8,71|7,81|10,77M|-3,69%
ITUB3|Ago 12|8,12|8,18|8,55|7,90|9,06M|0,50%
ITUB3|Jul 12|8,08|7,18|8,38|6,98|7,17M|12,07%
ITUB3|Jun 12|7,21|7,21|7,62|6,90|7,12M|-1,90%
ITUB3|Mai 12|7,35|7,62|7,67|6,94|10,36M|-3,92%
ITUB3|Abr 12|7,65|8,64|8,77|7,39|14,14M|-10,94%
ITUB3|Mar 12|8,59|8,92|9,44|8,57|9,23M|-3,05%
ITUB3|Fev 12|8,86|8,47|8,98|8,32|9,95M|3,99%
ITUB3|Jan 12|8,52|7,72|8,75|7,72|12,51M|13,00%
ITUB3|Dez 11|7,54|7,71|8,05|7,50|7,46M|-0,79%
ITUB3|Nov 11|7,60|7,60|8,01|6,90|10,73M|-1,94%
ITUB3|Out 11|7,75|6,99|8,12|6,68|6,48M|10,09%
ITUB3|Set 11|7,04|7,24|7,49|6,64|9,16M|0,14%
ITUB3|Ago 11|7,03|7,61|7,63|5,87|14,31M|-6,89%
ITUB3|Jul 11|7,55|8,37|8,46|7,29|11,70M|-10,12%
ITUB3|Jun 11|8,40|8,18|8,50|8,07|10,59M|1,69%
ITUB3|Mai 11|8,26|8,51|8,64|7,87|15,64M|-3,73%
ITUB3|Abr 11|8,58|8,74|8,89|8,24|11,35M|-1,83%
ITUB3|Mar 11|8,74|8,08|8,75|7,73|11,43M|7,64%
ITUB3|Fev 11|8,12|7,84|8,45|7,46|15,42M|4,24%
ITUB3|Jan 11|7,79|8,33|8,57|7,73|19,29M|-5,80%
ITUB3|Dez 10|8,27|8,29|8,38|7,86|11,76M|0,12%
ITUB3|Nov 10|8,26|8,45|8,85|8,04|10,54M|-2,36%
ITUB3|Out 10|8,46|8,22|8,77|8,21|6,87M|2,92%
ITUB3|Set 10|8,22|7,83|8,22|7,69|13,83M|5,38%
ITUB3|Ago 10|7,80|8,00|8,03|7,33|7,26M|-2,50%
ITUB3|Jul 10|8,00|6,85|8,05|6,79|15,28M|17,47%
ITUB3|Jun 10|6,81|7,12|7,40|6,78|5,41M|-6,07%
ITUB3|Mai 10|7,25|7,78|7,83|6,50|9,49M|-7,41%
ITUB3|Abr 10|7,83|7,97|8,20|7,53|4,35M|-1,51%
ITUB3|Mar 10|7,95|7,64|7,97|7,56|5,76M|4,47%
ITUB3|Fev 10|7,61|7,56|7,80|7,05|4,58M|0,66%
ITUB3|Jan 10|7,56|7,79|8,08|7,25|4,27M|-2,45%
ITUB3|Dez 09|7,75|7,75|8,12|7,55|5,22M|0,39%
ITUB3|Nov 09|7,72|6,96|7,78|6,96|4,41M|10,92%
ITUB3|Out 09|6,96|7,33|7,59|6,84|3,84M|-5,82%
