"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"Jul 02","4,60","5,47","5,47","4,09","307,17M","-15,13%"
"Jun 02","5,42","5,97","6,15","4,59","302,63M","-9,21%"
"Mai 02","5,97","5,87","6,24","5,48","301,71M","0,51%"
"Abr 02","5,94","6,29","6,48","5,87","252,81M","-5,26%"
"Mar 02","6,27","5,96","6,54","5,91","321,09M","5,38%"
"Fev 02","5,95","5,11","5,99","4,99","188,55M","17,36%"
"Jan 02","5,07","5,36","5,56","4,91","172,15M","-5,59%"
"Dez 01","5,37","5,21","5,52","4,91","265,32M","3,07%"
"Nov 01","5,21","5,47","5,78","4,84","281,77M","-4,58%"
"Out 01","5,46","5,40","5,88","5,06","214,68M","0,92%"
"Set 01","5,41","5,88","6,34","5,01","236,36M","-8,15%"
"Ago 01","5,89","5,95","6,03","5,40","254,51M","-1,51%"
"Jul 01","5,98","6,08","6,22","5,54","175,85M","-2,76%"
"Jun 01","6,15","6,85","7,24","5,94","184,03M","-10,22%"
"Mai 01","6,85","6,02","6,87","5,92","279,67M","13,79%"
"Abr 01","6,02","5,21","6,23","5,03","216,28M","14,45%"
"Mar 01","5,26","5,88","6,13","5,06","339,37M","-10,54%"
"Fev 01","5,88","5,61","6,12","5,52","249,79M","5,00%"
"Jan 01","5,60","4,80","6,06","4,80","288,07M","12,90%"
"Dez 00","4,96","5,21","5,41","4,83","321,62M","-4,80%"
"Nov 00","5,21","5,60","5,89","5,16","304,47M","-7,79%"
"Out 00","5,65","5,64","6,02","5,09","472,58M","0,18%"
"Set 00","5,64","5,93","6,24","5,32","388,35M","-4,24%"
"Ago 00","5,89","4,80","6,11","4,48","1,16B","24,26%"
"Jul 00","4,74","5,45","5,65","4,69","249,00M","-12,55%"
"Jun 00","5,42","4,14","5,49","4,13","73,57M","30,92%"
"Mai 00","4,14","4,19","4,19","3,54","1,46M","1,22%"
"Abr 00","4,09","4,50","4,63","3,66","1,31M","-9,11%"
"Mar 00","4,50","4,40","4,68","4,27","1,30M","2,27%"
"Fev 00","4,40","3,58","4,50","3,48","1,99M","26,44%"
"Jan 00","3,48","4,09","4,09","3,35","1,31M","-14,91%"
"Dez 99","4,09","3,25","4,09","3,22","2,06M","25,08%"
"Nov 99","3,27","2,70","3,37","2,70","2,56M","20,66%"
"Out 99","2,71","2,25","2,76","2,22","2,61M","17,83%"
"Set 99","2,30","1,86","2,40","1,86","2,30M","23,66%"
"Ago 99","1,86","1,86","1,90","1,66","1,36M","0,00%"
"Jul 99","1,86","1,96","2,03","1,84","2,07M","-5,10%"
"Jun 99","1,96","1,86","2,00","1,80","1,57M","5,38%"
"Mai 99","1,86","1,89","2,01","1,51","3,00M","-2,11%"
"Abr 99","1,90","1,94","2,08","1,57","2,05M","-2,06%"
"Mar 99","1,94","0,88","1,98","0,87","2,83M","130,95%"
"Fev 99","0,84","0,82","0,92","0,77","939,50K","9,09%"
"Jan 99","0,77","0,76","0,82","0,47","1,43M","1,32%"
"Dez 98","0,76","0,91","0,95","0,68","439,52K","-17,39%"
"Nov 98","0,92","0,86","1,01","0,85","586,87K","9,52%"
"Out 98","0,84","0,64","0,93","0,59","723,21K","31,25%"
"Set 98","0,64","0,77","0,88","0,57","753,03K","-16,88%"
"Ago 98","0,77","1,69","1,73","0,77","442,95K","-56,25%"
"Jul 98","1,76","1,64","1,92","1,50","528,63K","15,03%"
"Jun 98","1,53","1,64","1,89","1,48","358,72K","-10,00%"
"Mai 98","1,70","2,15","2,19","1,43","410,29K","-22,73%"
"Abr 98","2,20","2,08","2,40","2,04","406,55K","5,26%"
"Mar 98","2,09","1,96","2,30","1,96","671,52K","7,73%"
"Fev 98","1,94","1,90","1,95","1,82","400,98K","2,11%"
"Jan 98","1,90","2,04","2,11","1,68","501,17K","0,53%"
"Dez 97","1,89","1,94","2,30","1,74","1,04M","0,00%"
"Nov 97","1,89","1,84","1,99","1,43","860,79K","9,25%"
"Out 97","1,73","2,50","2,76","1,48","527,32K","-30,80%"
"Set 97","2,50","2,10","2,56","2,04","752,80K","11,61%"
"Ago 97","2,24","2,74","2,74","2,24","969,09K","-18,25%"
"Jul 97","2,74","2,43","2,85","2,04","1,02M","13,69%"
"Jun 97","2,41","2,13","2,56","2,04","1,45M","13,15%"
