"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"Jan 12","10,01","8,87","10,14","8,74","3,41M","12,60%"
"Dez 11","8,89","8,41","9,09","8,32","3,34M","5,71%"
"Nov 11","8,41","9,25","9,71","8,02","2,68M","-10,63%"
"Out 11","9,41","7,76","9,69","7,39","3,59M","17,77%"
"Set 11","7,99","8,25","9,04","7,79","4,71M","-2,68%"
"Ago 11","8,21","8,63","8,66","6,64","6,56M","-3,18%"
"Jul 11","8,48","10,22","10,49","8,39","4,47M","-16,70%"
"Jun 11","10,18","10,48","10,73","9,48","5,87M","-3,51%"
"Mai 11","10,55","10,89","11,00","9,56","13,19M","-3,03%"
"Abr 11","10,88","11,29","11,64","10,45","13,37M","-2,94%"
"Mar 11","11,21","12,06","12,59","11,07","10,35M","-7,05%"
"Fev 11","12,06","11,70","13,00","11,58","5,41M","4,69%"
"Jan 11","11,52","12,10","13,19","11,35","6,97M","-2,87%"
"Dez 10","11,86","10,67","12,59","10,51","7,52M","12,63%"
"Nov 10","10,53","11,91","12,58","10,31","7,95M","-11,21%"
"Out 10","11,86","12,14","12,25","10,87","8,39M","-2,63%"
"Set 10","12,18","12,26","13,16","11,93","8,19M","-0,16%"
"Ago 10","12,20","13,07","13,82","11,95","6,75M","-5,86%"
"Jul 10","12,96","12,04","13,39","11,65","6,36M","7,02%"
"Jun 10","12,11","12,61","13,29","11,74","7,15M","-5,91%"
"Mai 10","12,87","14,63","15,01","11,36","20,27M","-14,26%"
"Abr 10","15,01","15,22","16,62","14,66","4,79M","-1,38%"
"Mar 10","15,22","13,94","15,22","13,81","5,44M","9,65%"
"Fev 10","13,88","13,66","14,18","12,51","4,90M","2,89%"
"Jan 10","13,49","15,54","15,83","13,18","4,13M","-12,00%"
"Dez 09","15,33","14,34","15,64","14,22","4,30M","8,96%"
"Nov 09","14,07","13,51","15,01","13,26","4,71M","1,96%"
"Out 09","13,80","12,59","16,10","12,09","7,38M","8,75%"
"Set 09","12,69","11,57","13,27","11,13","5,10M","8,83%"
"Ago 09","11,66","11,52","12,25","11,07","6,15M","1,92%"
"Jul 09","11,44","10,86","11,69","9,56","7,96M","5,34%"
"Jun 09","10,86","10,96","11,89","9,99","10,89M","-0,82%"
"Mai 09","10,95","8,59","11,03","8,59","12,85M","29,28%"
"Abr 09","8,47","6,81","8,51","6,71","6,74M","20,83%"
"Mar 09","7,01","6,77","7,33","5,99","7,29M","3,09%"
"Fev 09","6,80","8,11","9,37","6,64","6,42M","-16,15%"
"Jan 09","8,11","8,38","10,37","8,11","4,81M","-1,22%"
"Dez 08","8,21","8,03","9,34","7,19","7,65M","-0,85%"
"Nov 08","8,28","8,05","8,94","6,29","5,53M","3,76%"
"Out 08","7,98","12,07","12,07","5,77","9,57M","-34,43%"
"Set 08","12,17","16,76","16,76","10,60","9,02M","-28,75%"
"Ago 08","17,08","17,83","18,10","14,75","4,84M","-5,95%"
"Jul 08","18,16","20,18","21,10","15,74","5,06M","-11,89%"
"Jun 08","20,61","21,93","22,45","19,17","4,43M","-6,02%"
"Mai 08","21,93","17,72","22,36","17,44","8,87M","25,03%"
"Abr 08","17,54","14,98","17,54","14,93","6,70M","18,35%"
"Mar 08","14,82","14,93","15,75","14,21","7,04M","-2,88%"
"Fev 08","15,26","12,40","15,27","11,91","7,45M","24,07%"
"Jan 08","12,30","13,88","14,03","10,93","4,68M","-11,32%"
"Dez 07","13,87","13,37","14,03","12,56","5,13M","5,00%"
